Date,User,Message
2025-05-27 16:43:27,"깡회장님","음,, 향은 하나로 가시는게 좋아요 오히려 섞이면 역할수도있습니다. 알러지프리로 라벤더로 가시면 좋을꺼같아요! 또한 저희 연구팀이 효과부분이 아니라면 제외하기때문에 효과부분은 괜찮으실꺼예요! 걱정하지마세요! 보통 샘플링 확정하시면 전성분 드리는데 미리 전성분표 보내달라고 말씀드릴께요! 전성분 보시면 마음이 편해지실꺼예요 ㅎㅎ"
2025-05-27 16:43:42,"깡회장님","@미진실장님 이번 샘플링 진행한거 전성분표 보내주세요! "
2025-05-27 16:48:45,"황여진","네 알겠습니다 
'알러지프리 라벤더'도 타사에서 보편적으로 사용하는 향인가요? 
(잘 몰라서 여쭤 봅니다.)"
2025-05-27 16:49:46,"황여진","라벤더vs 일랑일랑은 어떨까요?"
2025-05-27 16:50:40,"황여진","추천 부탁드립니다:)"
2025-05-27 16:51:50,"깡회장님","라벤더 / 일랑일랑 둘다 많이 활용합니다. 다만 라벤더는 리날룰/리모넨이 추가가 되기때문에 ewg 그린등급은 안나와서 아주 극소량 리날룰/리모넨 전성분에 추가 안되게 진행하기도 하고 라벤더가 기본적으로 한국인이 가장 좋아하는 호불호없는 향이라 많이 사용합니다~!  ㅎㅎ 둘다 많이 사용하시는거라 한번 고민해보세요 ㅎㅎ "
2025-05-27 16:56:15,"황여진","네 알겠습니다 
내일까지 답변하겠습니다:)
감사합니다 👍 "
2025-05-27 17:09:39,"깡회장님","네:) 대표님! ㅎㅎ"
2025-05-27 17:10:01,"깡회장님","결정이 어려우시면 올리브영같은곳에 가서 두개의 향을 비교해보시면 쉽게 결정하실수 있어요! ㅎㅎ"
2025-05-27 17:12:09,"황여진","네 ~ 내일 가보려고 결정하겠습니다:) ㅎㅎ"
2025-05-27 19:33:38,"깡회장님","네!대표님:)"
2025-05-29 13:30:47,"황여진","대표님 안녕하세요 "
2025-05-29 13:39:13,"황여진","*일랑일랑으로 결정했습니다.
*시어버터 성분도 추가해주세요. 잘 부탁드립니다:) 감사합니다 ~"
2025-05-29 15:36:26,"황여진","대표님
저번에 문의 드렸던 콜드크림 용기 문의입니다.
*콜드크림 용기 >
'실크인쇄'시 1000개부터 가능.
*실크인쇄 1000개 주문>
300개 제품 출시.   후~
*600개 제품 재생산시 사용하면 되는건가요?
**아니면 
*스티커 인쇄로 300개만 주문 들어가는게 나을까요?"
2025-05-29 15:43:17,"황여진","대표님
예전에 (상호가 없는)  전자상거래 사업자등록증  만들어 놨는데요.
예전 사업자로 이름  넣고 사용해도 괜찮을까요?"
2025-05-29 20:40:45,"깡회장님","네!대표님 알겠습니다:)"
2025-05-29 20:50:44,"깡회장님","보통 인쇄하시면 300/추후 재생산때 활용 하시는데 저는 첫 생산 때 인쇄 하시는 걸 추천 드리지 않아요!왜냐하면 리뉴얼 할 수도 있으니까요!!그래서 스티커 인쇄로 300개 진행 하시는 걸 추천 드립니다. 물론 인쇄를 하고 싶으시면 한번 고민해 보세요.!"
2025-05-29 20:51:25,"깡회장님","네, 대표님 이름바꾸시고 그대로 사용하시면 됩니다!"
2025-05-30 09:19:52,"황여진","대표님  ^^
일랑일랑은 미약한(은은한) 정도로 잘 부탁드립니다. "
2025-05-30 09:20:23,"깡회장님","ㅎㅎ 네넵 ㅎㅎ 화장품은 향이 진하면 안되서 은은하게 진행할 예정입니다 ㅎㅎ"
2025-05-30 09:20:28,"황여진","네~ 잘 알겠습니다:) "
2025-05-30 09:20:48,"황여진","네 알겠습니다:)"
2025-05-30 09:21:26,"깡회장님","이모티콘"
2025-05-30 09:22:04,"황여진","이모티콘"
2025-05-30 09:22:09,"황여진","이모티콘"
2025-05-30 11:32:12,"미진실장님","대표님! 최종수정진행하기전 확인한번 할께요!  

*수정사항 
*유분감,윤기가 부족한거 같습니다.
(타겟제품은: 유분감이 있어>> 촉촉해 보입니다.)
>시어버터를 더 추가해서 유분감을 올리면 어떨까 싶습니다. 
 *향이(조금) 있으면 좋을거 같습니다.  (일랑일랑향으로은은하게.)

이렇게 재수정 진행하려고 합니다! 맞으시죠?>
"
2025-05-30 12:27:12,"황여진","네!  대표님 맞습니다.
잘 부탁드립니다:) "
2025-05-30 13:13:45,"미진실장님","네! 대표님 알겠습니다! 원료 확인해서 바로 들어가도록 할께요!"
2025-05-30 13:14:05,"미진실장님","최대한 6월중순까지는 드릴수있도록 할테니 완료되면 말씀드리겠습니다!"
2025-05-30 13:14:51,"황여진","네 알겠습니다:)
감사합니다 👍"
2025-05-30 13:16:38,"황여진","그럼.. 용기(테스트)를 빠른 시일에 보내야 겠습니다."
2025-05-30 13:24:37,"미진실장님","맞아요! 용기 보내주시면 저희가 보관하고 있다가 샘플확정하시면 바로 용기테스트 진행할께요!"
2025-05-30 15:00:44,"황여진","네! 알겠습니다:)"
2025-05-30 15:17:05,"황여진","미진 대표님 🤍 
*혹시 스럽같은 알갱이 넣고 싶은데 가능 할까요? 
>>안티에이징 캡슐크림으로 하고 싶어서요:)"
2025-05-30 15:42:20,"미진실장님","알갱이는 소량소급이 안되요ㅠㅠ"
2025-05-30 16:29:02,"미진실장님","삭제된 메시지입니다."
2025-05-30 16:29:39,"미진실장님","대표님 일랑일랑 에센셜오일일까요? 합성향일까요?

합성향은 알러지프리있고요 일랑에센셜오일은 알러지성분이 포함되서 합성향이 나을꺼같아 여쭤봅니다. "
2025-05-30 20:17:21,"황여진","네 대표님 
합성향으로 하겠습니다."
2025-05-30 20:17:38,"황여진","네 알겠습니다 "
2025-06-10 16:30:01,"황여진","대표님 안녕하세요 ^^
집에서  크림에 오일을 섞어서 사용해 봤는데요~ 아무래도 발림성이 뻑뻑한 느낌이 있습니다.
그래서 흡수력도 떨어진 듯한 느낌이 있습니다.
병풀수를 더 넣어야 할까요?

저는 시어버터& 병풀수를 더 넣으면 좋겠습니다. 괜찮을까요?"
2025-06-10 16:31:56,"미진실장님","안녕하세요 대표님! 배합과정은 개발하면서 연구원님들이 제형에 맞게 추가해서 진행해드립니다!ㅎㅎ 현재 수정들어가면서 발림성도 부드럽게> 요청 드린 상태에용!!ㅎㅎ"
2025-06-10 16:33:31,"황여진","오 ~  
알겠습니다:) 👍 "
2025-06-16 18:08:35,"깡회장님","사진 2장"
2025-06-16 18:08:38,"깡회장님","대표님! 용기 보내셨죠? 5개 보관해두고 있겠습니다:)"
2025-06-16 18:29:45,"황여진","네 알겠습니다:)"
2025-06-16 18:30:04,"깡회장님","네! 대표님!"
2025-06-17 17:47:46,"황여진","대표님 안녕하세요 ^^
전에 온 샘플링 발림성이 매트합니다. 
다시 한번 체크 부탁드립니다.
이번 '샘플링'  발림성이 부드러웠으면 좋겠습니다.
샘플링 수정 들어가면 3주 정도나 기다려야해서 ㅜㅠ 이렇게 당부드립니다 ^^
 사용감(발림성, 촉촉,  )이 중요해다 보니 이렇게 부탁드립니다. 감사합니다:)

"
2025-06-17 17:58:36,"미진실장님","네 발림성 부드럽게 요청 드렀어요!"
2025-06-17 19:47:24,"황여진","네 감사합니다:)"
2025-06-20 11:57:18,"황여진","대표님 안녕하세요 ^^
이번 신제품 개발의뢰서 보낸땐 4~5월 경이라 제 제품이 나오기를 조마조마 기다렸습니다.

지금 한 여름이 다가 오다 보니.. 계절상 제 제품 무거운 느낌이 듭니다.
계절상 소프트하고  산듯한느낌으로 출시를 해야하는게 맞다고 생각합니다.
시간이 걸려도 다시 시작해야 할까요?
대표님 도와주세요~  🙏"
2025-06-20 12:00:04,"황여진","대표님
지금 개발의뢰는 가을이나 겨울에 출시하면 어떨까요?"
2025-06-20 14:56:22,"깡회장님","오! 제가 봤을땐 가을 금방 돌아오기때문에 미리 진행하시는게 훨씬 좋으실꺼같은데 대표님이 고민해보세요. 새롭게 개발하시려면 아무래도 또 3개월정도는 잡으셔야 하니까요! "
2025-06-21 11:23:20,"황여진","사랑하는 💕 대표님 안녕하세요 
대표님 답변에 생각해 봤습니다
이렇게 하자니.. 저렇게 하자니..
결정이 어려웠습니다.

대표님 저의 결정은
이번 개발의뢰서대로 진행하면서 ..
원래대로 병풀수에  '티트리수'을 더 추가해서 물게 만들면 어떨까요?
처음 제품 기획에서는 50ml ->> 100ml로 변경하려 합니다.
그럼 계절에 맞게 산듯한 느낌이 들거 같은데...  안될까요? ;;

성분은 원병풀수에 '티트리수' 추가. 
제형은 따로 타겟제품 보내드리면 될까요?  🙏 "
2025-06-21 22:23:37,"깡회장님","음.이것도 어차피 개발이라 월요일에 연구팀에 확인해봐야할듯합니다:)
월요일에 이 내용 답변드릴께요!"
2025-06-21 22:39:45,"황여진","네 알겠습니다:)"
2025-06-21 22:40:15,"깡회장님","네:)대표님 상의후 답변드릴께요:) 편안한밤되세요!"
2025-06-21 22:51:19,"황여진","동영상"
2025-06-21 22:56:36,"황여진","대표님:)
먼저 온 제 제품에 스킨을 믹스해 봤습니다. 이런 제형도 저는 괜찮습니다. 
꼭 타겟제품 제형을 원하는건 아닙니다.
혹시 참고 사항이 될지 몰라 영상 보냅니다. 감사합니다:)  💕 "
2025-06-22 01:13:44,"깡회장님","오!이부분도 체크해볼께요:)"
2025-06-22 12:38:09,"황여진","네!  감사합니다:)"
2025-06-23 10:57:47,"미진실장님","대표님! 안녕하세요! 우선 같은 성분으로 진행하더라도 새로운 개발이라 개발의뢰서 및 타겟제품 공장으로 보내주시면 저희가 연구팀이랑 상의후 말씀드리도록 하겠습니다! "
2025-06-23 16:45:05,"황여진","네 알겠습니다"
2025-06-24 15:37:14,"미진실장님","안녕하세요 대표님! 수정샘플링이 완료 되어 오늘 기존주소로 보내드릴예정입니다, 사용감 확인해주시고 피드백 부탁 드리겠습니다!"
2025-06-24 18:03:25,"황여진","네 알겠습니다 "
2025-06-24 18:05:26,"황여진","대표님 오늘 도착한 타겟제품 제형 체크해 보시고.. 바로  샘플링  보내주시는 건가요?"
2025-06-24 18:07:11,"황여진","오늘 배송이 1:35분에 도착했는데..  바로 수정샘플링이 나와서요 ~"
2025-06-24 18:12:59,"미진실장님","삭제된 메시지입니다."
2025-06-24 18:13:45,"황여진","타겟제품은 잘 받어서 확인이 됐는지? . 연구진과 상의해서 수정샘플링 나왔다. 는 ..
전제의 내용이 없어요 ~"
2025-06-24 18:14:31,"미진실장님","5월 30일에 요청주셨던 수정사항을 반영하여 샘플링이 완료되어 오늘 수정샘플링을 보내드렸습니다.

요청 수정내용은 아래와 같습니다.
유분감,윤기가 부족한거 같습니다.
(타겟제품은: 유분감이 있어>> 촉촉해 보입니다.)
>시어버터를 더 추가해서 유분감을 올리면 어떨까 싶습니다. 
 *향이(조금) 있으면 좋을거 같습니다.  (일랑일랑향으로은은하게.)
>발림성 부드러움 

 다만, 이후  6월 21일부터 샘플링이 진행되는 과정 중 추가로 주셨던 수정요청은 타이밍상 적용이 어렵습니다.

개발은 한번 착수되면 중간에 중단이 어렵고, 이미 반영된 수정사항 기준으로 진행되어야 하기 때문에 부득이하게 6월 21일부터 주신 추가사항은 반영되지 못한 점 양해 부탁드립니다.

우선 이번에 보내드린 제형을 테스트해보시고, 혹시 마음에 드시지 않거나 추가적으로 조정이 필요하다고 느끼신다면 그에 맞춰 다시 재수정 작업으로 진행 도와드리겠습니다."
2025-06-24 18:23:46,"황여진","그렇다면..  
타이밍상 적용이 어렵다고 얘기해 주셔야하지 않나요...
이해 못하는 것도 아닌데요..
타겟제품 보내달라고 어제 톡 주셔서.. 오늘 배송도착했는데 ..
아무  얘기도 없이 수정샘플링  보낸다는게 .. 
마음이 좀 안 좋습니다."
2025-06-24 18:32:03,"황여진","타이밍상 적용이 어려운걸 이해하는 입장으로서.. 더 이상 얘기는 삼가하겠습니다 
수정 샘플링  잘 받겠습니다."
2025-06-24 18:52:51,"미진실장님","말씀 주신 부분에 대해 깊이 공감하며 죄송한 마음입니다.
수정샘플링을 보내드리기 전, 타이밍상 적용이 어렵다는 점을 
먼저 말씀드렸어야 했는데, 그 소통이 부족했던 점 
정말 죄송하게 생각합니다.

6월 21일부터 주셨던 추가 요청 내용은 
개발이 이미 착수된 상태였기 때문에 
중간 반영이 어려운 상황이었고,
그 점을 내부적으로 인지하고 있었음에도 
대표님께 충분히 공유드리지 못했습니다.

앞으로는 사전에 더 꼼꼼히 공유드릴 수 있도록 개선하겠습니다!

수정 샘플링 받아보시고 추가적으로 수정 내용이 있으시면
이후 다시 개선하는 방향으로 가시는게 좋을것 같습니다! "
2025-06-24 18:55:52,"깡회장님","아! 대표님 오늘 보내드린것 그전에 이미 개발진행하고 있던거라서 보시면 좋을꺼같아서 보내드린거구요! 타겟제품은 오늘 받았습니다. 이건 내일 연구팀이랑 상의후 개발관련내용 말씀 드리려고 합니다:) "
2025-06-24 19:29:57,"황여진","네 알겠습니다 
충분히 이해 했습니다.
답변 감사합니다!"
2025-06-24 19:34:16,"황여진","아.. 네!
순차가 있었던 거였네요...
번거로움에도..
제 생각을 반영해  주셔서 너무 감사합니다  💕 "
2025-06-24 19:49:28,"깡회장님","아닙니다! 내용을 보니 아무래도 오인하신거같아서 말씀드렸습니다:) 내일 연구팀이랑 상의후 말씀드릴께요:) "
2025-06-24 21:54:12,"황여진","네  알겠습니다:)"
2025-06-25 10:26:51,"깡회장님","삭제된 메시지입니다."
2025-06-25 10:27:28,"깡회장님","삭제된 메시지입니다."
2025-06-25 11:01:57,"깡회장님","통화 완료! 샘플링 테스트후 피드백 받기로했습니다~!"
2025-07-02 15:50:23,"황여진","대표님 안녕하세요 ~ 💕 
수정 샘플링 - 일랑일랑향이 (달달한 향이 진해서) 생각보다 금방 질립니다.  혹시.. 
 2번째 보낸 타겟제품 향으로 할 수 없을까요? 아니면 ..
산듯한 향 추천 부탁드려도 될까요?

**향 수정완료 후 제품 출시할 예정입니다.
**수정 샘플링은 만족합니다:)
"
2025-07-02 15:57:05,"황여진","삭제된 메시지입니다."
2025-07-02 15:57:30,"황여진","1)일랑일랑 향을 더 줄인다.
2)2번째 보낸 타겟제품 향으로    가능하다.
3)많이 쓰는 산듯한 향 추천. 
 혹시.. 가능한 사항이 될지 몰라서 정리 했습니다."
2025-07-02 16:16:12,"미진실장님","삭제된 메시지입니다."
2025-07-02 16:16:36,"미진실장님","현재 사용된 일랑일랑 향은 개인마다 취향 차이는 있지만 많이 사용하는 안정적인 향 입니다!
제가 맡아본 결과, 과하지 않고 은은하게 퍼지는 느낌이라 질리지 않고 소비자분들이 비교적 선호할 수 있는 향이라고 생각됩니다!
다만, 향은 아무래도 대표님의 의사결정이 중요하기 때문에 저희가 추천드리는것보다 대표님께서 선호하시는 방향으로 선택해주는것이 가장 좋습니다! 

추천드리는 방향은 지금 향으로 출시하시고 이후 실제 소비자 피드백을 통해 2차 생산시 리뉴얼 하는 방법이 가장 좋습니다."
2025-07-02 16:26:17,"황여진","네
대표님. 그렇다면 향 농도를 적게해서 출시하고 싶은데.. 이렇게는 괜찮을까요?"
2025-07-02 17:21:51,"미진실장님","향 농도를 줄이는거 가능해요! 향은 대표님이 선택해주시면 됩니다!"
2025-07-02 17:42:30,"황여진","네~ 대표님
일랑일랑 향 농도를 지금 보다 
줄여서 출시하겠습니다.
"
2025-07-02 17:45:39,"미진실장님","네 대표님 ! 그럼 샘플링 다시 들어가겠습니다! "
2025-07-02 17:48:05,"황여진","네네~  감사합니다:)"
2025-07-02 17:48:15,"미진실장님","향이 진하다고 하여 은은하게 수정 해드리도록 하겠습니다!"
2025-07-02 18:42:46,"황여진","네 💕 "
2025-07-03 16:43:51,"황여진","대표님 ~
번거로움을 드리는거 같아 송구한 마음이 듭니다. ;;
""병풀 추출물 성분 추가 부탁드립니다.""
여러 타겟을 유도하려면 대중성이 있는 성분을 1개라도 더 넣어야 할거  같아서요. 
처음이다 보니 양해 바랍니다. 
"
2025-07-03 16:50:26,"황여진","삭제된 메시지입니다."
2025-07-03 16:51:16,"황여진","막바지에 생각이 많아집니다.
저만 그런가요?
잘 해보고 싶은 마음에 .. 
앞은 보이지 않고.. 
제가 번복해서 힘드실 까봐 .. 마음이 무겁고.. ;; 
너그러히 이해해 주시면 감사하겠습니다. "
2025-07-03 16:55:23,"미진실장님","황여진 안티에이징크림( 2025.06.18샘플) 

병풀잎수, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 1,2-헥산다이올, 나이아신아마이드, 다이메티콘, 세테아릴알코올, 하이드로제네이티드폴리(C6-14올레핀), 솔비탄스테아레이트, 시어버터, 토코페롤, 판테놀, 알란토인, 다이포타슘글리시리제이트, 아데노신, 소듐하이알루로네이트, 바오밥나무열매추출물, 글루타티온, 리보플라빈, 폴릭애씨드, 메나다이온, 바이오틴, 사이아노코발아민, 아스코빅애씨드, 바이오플라보노이드, 티아민에이치씨엘, 피리독신, 에스에이치-올리고펩타이드-1, 에스에이치-올리고펩타이드-2, 에스에이치-폴리펩타이드-1, 에스에이치-폴리펩타이드-22, 에스에이치-폴리펩타이드-3, 팔미틱애씨드, 폴리솔베이트60, 스테아릭애씨드, 정제수, 솔비탄세스퀴올리에이트, 트로메타민, 카보머, 소듐폴리아크릴레이트, 에틸헥실글리세린, 다이소듐이디티에이, 향료"
2025-07-03 16:55:37,"미진실장님","대표님 전성분표 입니다. 병풀추출물 추가해서 진행하도록 하겠습니다! "
2025-07-03 16:56:29,"황여진","네 알겠습니다 "
2025-07-03 17:24:36,"황여진","미진대표님 통화 가능하세요?"
2025-07-03 17:25:13,"미진실장님","제가 전화 드릴게요! "
2025-07-03 17:25:22,"황여진","네"
2025-07-03 18:32:38,"황여진","대표님 
지금 (6/18샘플) 유분감이 좋은데..  
*달맞이꽃오일 추가로 더 넣으면 유분감이 많지 않을까요?  아니면..
*시어버터오일+ 달맞이꽃오일  비율 배합을 적절히 하여.. >>6/18샘플처럼 유분감은 유지해 주는건가요?"
2025-07-03 18:50:02,"황여진","대표님 
시어버터만으로도 유분이 충분한거 같은데..
*달맞이꽃오일을 추가하면 피부에 더 도움이 될까요?
굳이 성분 추가 안해도 될까요?
아니면
* 피부에 어느 정도는 효능도 있고, 마케팅효과도 고려해 볼땐.. 
달맞이꽃오일 추가하는게 좋겠죠!"
2025-07-03 19:18:53,"미진실장님","달맞이꽃오일 추가해도 유분차이 없으세요! ㅎㅎ 달맞이꽃추가하셔도 됩니다!"
2025-07-03 19:22:58,"황여진","네 알겠습니다 "
2025-07-03 19:33:45,"황여진","연구원분들이 ..
시어버터 오일과 달맞이꽃오일 배합을 잘 맞춰줘서 유분차이가 없다는 말씀이신 거죠?!"
2025-07-03 20:29:48,"미진실장님","네 맞아요..! 달맞이꽃오일 함량 을 높이지 않은이상 유분감 큰 차이 없어요 대표님!"
2025-07-03 21:01:38,"황여진","네! 알겠습니다 "
2025-07-12 16:11:46,"황여진","대표님 안녕하세요 
2강. 줌 피드백 강의 ppt 링크가 없는거 같습니다.
공유 부탁드립니다:)"
2025-07-13 21:07:12,"깡회장님","2주차 줌 피드백 강의 ppt 링크 ▼▼

https://www.canva.com/design/DAGiQTr_gKc/Gybr_9h2YybsGhM09IJPAA/edit?utm_content=DAGiQTr_gKc&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton"
2025-07-13 21:07:34,"깡회장님","네, 대표님 단톡방에 있는데 못 찾으신 것 같아요:)또 필요하신거 있으시면 말씀해 주세요:)"
2025-07-13 21:08:29,"황여진","아.. 네!!
감사합니다:)"
2025-07-13 21:09:05,"깡회장님","네:)대표님 편안한 밤 되세요:)"
2025-07-17 16:11:43,"미진실장님","안녕하세요 대표님! 샘플링이 완료 되었습니다! 
금일 기존주소로 보내 드릴 예정이며 받아보신 후 사용감 말씀 부탁 드려용!!ㅎㅎ"
2025-07-17 21:16:36,"황여진","네!  감사합니다 :)"
2025-07-22 11:47:59,"황여진","대표님 안녕하세요 :)
샘플링 테스트 확정 하려고 합니다.
전성분표 부탁드립니다."
2025-07-22 15:26:00,"미진실장님","네 대표님! 전성분표 전달 받는대로 공유 드리겠습니다. "
2025-07-22 15:26:07,"미진실장님","전성분표 보시고 여부 다시 체크할게용!!"
2025-07-22 15:45:58,"황여진","네 알겠습니다 "
2025-07-22 16:17:42,"미진실장님","안티에이징크림_(2025.07.11)
병풀잎수, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 1,2-헥산다이올, 나이아신아마이드, 다이메티콘, 세테아릴알코올, 하이드로제네이티드폴리(C6-14올레핀), 솔비탄스테아레이트, 시어버터, 토코페롤, 판테놀, 알란토인, 다이포타슘글리시리제이트, 아데노신, 소듐하이알루로네이트, 바오밥나무열매추출물, 글루타티온, 리보플라빈, 폴릭애씨드, 메나다이온, 바이오틴, 사이아노코발아민, 아스코빅애씨드, 바이오플라보노이드, 티아민에이치씨엘, 피리독신, 에스에이치-올리고펩타이드-1, 에스에이치-올리고펩타이드-2, 에스에이치-폴리펩타이드-1, 에스에이치-폴리펩타이드-22, 에스에이치-폴리펩타이드-3, 팔미틱애씨드, 폴리솔베이트60, 스테아릭애씨드, 정제수, 솔비탄세스퀴올리에이트, 병풀추출물, 달맞이꽃오일, 트로메타민, 카보머, 소듐폴리아크릴레이트, 에틸헥실글리세린, 다이소듐이디티에이, 향료"
2025-07-22 16:17:47,"미진실장님","대표님 전성분표 전달 드립니다~!"
2025-07-22 17:54:36,"황여진","네 확인했습니다:)"
2025-07-23 12:48:55,"황여진","대표님 안녕하세요:) 
샘플 확정하겠습니다.
대표님 다음 순서가 용기 테스트인가요?"
2025-07-23 15:52:52,"미진실장님","네 대표님! 
확정에 따라서 용기테스트 들어갑니다.
보내주셨던 용기로 용기테스트 들어갈게요! 
또한 확정에 따라서 문안과 견적서를 전달 드리려고 합니다.
확정된 브랜드명,제품명 공유 부탁 드리며 용기사이트 링크(전체규격사이즈 체크하기 위함) 확인 부탁 드릴게요! "
2025-07-23 21:15:53,"황여진","네 알겠습니다 "
2025-07-24 10:08:49,"미진실장님","사진"
2025-07-24 10:09:03,"미진실장님","대표님~ 이전에 보내주셨던 이용기로 용기 테스트 들어갈게용! "
2025-07-24 11:16:06,"황여진","네 알겠습니다 "
2025-07-28 12:07:51,"황여진","용기가 필요할때! 럭스팩!
 - https://naver.me/Ftl6B2IU"
2025-07-28 12:08:59,"황여진","사진"
2025-07-28 12:09:01,"황여진","삭제된 메시지입니다."
2025-07-28 12:09:35,"황여진","브랜드명: 스킨터치"
2025-07-28 13:08:39,"황여진","제품명: 셀티브 안티에이징"
2025-07-28 14:22:22,"미진실장님","대표님~ 럭스팩 메인화면 말고 용기 화면으로 링크 다시 재전달 부탁 드릴게용!ㅎㅎㅎ"
2025-07-28 18:10:28,"황여진","럭스팩
 - https://naver.me/GABEbuz7"
2025-07-28 18:18:13,"황여진","삭제된 메시지입니다."
2025-07-28 18:19:02,"황여진","이모티콘"
2025-07-28 18:19:27,"황여진","https://m.luxepackkorea.com/product/%EC%95%84%ED%81%AC%EB%A6%B4-c50g-%EB%B0%B1%ED%8E%84%ED%81%AC%EB%A6%BC%EB%B0%B1%ED%8E%84-%EC%8B%A4%EB%B2%84%EB%9D%BC%EC%9D%B8%EC%BA%A1pe-%EB%A6%AC%EB%93%9C/235/category/660/display/1/"
2025-07-28 19:40:53,"미진실장님","50g 확인하였습니다! ㅎㅎ"
2025-07-28 20:25:17,"황여진","네 알겠습니다 "
2025-07-29 11:40:51,"미진실장님","파일: 황여진대표님_문안.xlsx"
2025-07-29 11:40:54,"미진실장님","파일: 황여진대표님_견적서.pdf"
2025-07-29 11:40:58,"미진실장님","파일: 8809981031025.eps"
2025-07-29 11:41:35,"미진실장님","대표님~문안,바코드/견적서 전달 드립니다. 문안은 라벨지,단상자에 들어가야 할 필수항목으로 보시면서 디자인 작업 해주시면 됩니다(바코드포함). 디자인 작업 후 바로 인쇄 하지마시고 꼭! 저희쪽으로 문안체크 받으신 다음에 인쇄 하셔야 됩니다! (문안체크시 오타 및 광고법위반문구 체크해드려요. 다만, 오타는 대표님께서도 꼭 확인해주셔야 합니다!) 

 "
2025-07-29 16:21:01,"황여진","네 알겠습니다 "
2025-07-30 13:16:45,"황여진","대표님 3번째 파일을 열 수있는 앱이 없다고..  뜨는데요. ?
확인바랍니다 :)   ;;"
2025-07-30 13:27:30,"미진실장님","3번쨰 파일은 바코드 eps 파일입니다. 
일러스트를 깔아야 열리는 파일이에용!"
2025-07-30 13:27:58,"황여진","네네! 알겠습니다:)"
2025-07-31 13:18:08,"황여진","대표님 안녕하세요
휴가 중이신데..  💕 
답변은 휴가 다음에 주셔도 됩니다. :)
견적서 
4,600원*300=1,380,000원
부가세포함1,518,000원
(50%)해서 759,000원을 먼저 이체하면 되는거죠~
"
2025-07-31 22:34:38,"깡회장님","네 맞습니다, 대표님:)어차피 저희가 생산 완료 후 마감 내역서 다시 보내 드립니다:)또한 50% 입금해 주시면 됩니다:)"
2025-08-01 10:41:33,"황여진","네 알겠습니다:)"
2025-08-01 11:01:34,"깡회장님","네:)대표님:)"
2025-08-01 12:26:04,"황여진","네~ 입금했습니다. :)"
2025-08-14 14:25:22,"미진실장님","삭제된 메시지입니다."
2025-08-14 14:26:33,"미진실장님","안녕하세요 대표님! 
용기테스트가 완료 되었습니다! 적합판정으로 나왔습니다!
내용물을 담은 용기1개를 보내 드릴 예정입니다.
14일은 택배없는날로 인하여 샘플링은 18일(월)에 보내 드리겠습니다!ㅎㅎ"
2025-08-14 15:24:21,"황여진","네 알겠습니다 :)"
2025-08-20 15:46:39,"황여진","대표님 안녕하세요 :)
단상자 디자인 작업중에 있습니다.
문안표에 고객센터 전화번가 없는데..  전화번호는 없는건가요?"
2025-08-20 15:47:59,"미진실장님","대표님~ 고객센터는 대표님의 브랜드 고객센터 번호 넣으셔야 합니다!ㅎㅎ "
2025-08-20 15:49:29,"황여진","그럼 .. 안심번호를 넣아 하는 건가요?"
2025-08-20 15:50:55,"황여진","대표님 어떻게 만드는 건가요?"
2025-08-20 15:50:57,"미진실장님","아톡 어플 활용하셔서 "
2025-08-20 15:51:13,"미진실장님","번호 1개 고객센터 번호로 생성하시면 되세요!"
2025-08-20 15:51:37,"미진실장님","보통 첫 초기브랜드는 대표자 핸드폰번호로 하는경우가 많은데"
2025-08-20 15:52:16,"미진실장님","핸드폰번호보다는 아톡으로 070번호로 시작되는 번호 생성하셔서 고객센터 번호로 활용하시면 소비자분들에게 더 신뢰가 높아져서 좋습니다!ㅎㅎ"
2025-08-20 15:53:13,"황여진","아톡!! 네 알겠습니다.
감사합니다 :)"
2025-08-20 16:21:23,"미진실장님","넵 대표님! ㅎㅎ "
2025-08-24 11:55:29,"황여진","대표님  안녕하세요:) 💕 
타이탄 온라인 강의가 28일 곧 종료되는데..  줌 피드백 강의는 계속 열어 주시는 건가요? "
2025-08-24 17:49:42,"깡회장님","대표님:)안녕하세요:) 온라인강의는 6개월이 지나면 마감되며,줌피드백은 1년정도는 열어두려고합니다:)"
2025-08-24 17:51:12,"황여진","네 알겠습니다 :)
감사합니다 ^♡^"
2025-08-24 17:55:17,"깡회장님","네:)대표님:) 디자인완료되면 곧 출시네요:) 제조되면 마케팅부분 한번 봐드리도록 하겠습니다:)"
2025-08-24 17:57:56,"황여진","네네 ㅎㅎ 감사합니다:) "
2025-08-24 17:58:32,"깡회장님","네:) 대표님:) 편안한주말 되세요:)"
2025-08-24 18:08:09,"황여진","네 대표님 ^^
편안한 저녁시간 되세요:)"
2025-09-01 16:54:17,"황여진","파일: 스킨터치 단상자 라벨-수정1차.pdf"
2025-09-01 16:57:38,"황여진","대표님 안녕하세요 
단상자(문안) 나왔습니다. :)
문안체크 확인바랍니다 "
2025-09-01 17:32:42,"깡회장님","오! 대표님! 확인했습니다! 문안 확인후 말씀드리도록 하겠습니다! 다만 문안의 경우 3명이 공동작업을 하는 업무다보니 하루이틀정도 소요될수 있습니다:) "
